catalogue_release,measurement_id,physical_object_id,host_system_id,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,identity_resolution_status
v2-dataset-catalogue,RUBIES4233166271_baccus26,HZA-RUBIES-4233-166271,HZS-RUBIES-4233-166271,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES423317604_baccus26,HZA-RUBIES-4233-17604,HZS-RUBIES-4233-17604,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES423324210_baccus26,HZA-RUBIES-4233-24210,HZS-RUBIES-4233-24210,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES423341683_baccus26,HZA-RUBIES-4233-41683,HZS-RUBIES-4233-41683,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES423342658_baccus26,HZA-RUBIES-4233-42658,HZS-RUBIES-4233-42658,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES423342803_baccus26,HZA-RUBIES-4233-42803,HZS-RUBIES-4233-42803,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES423348449_baccus26,HZA-RUBIES-4233-48449,HZS-RUBIES-4233-48449,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES423354059_baccus26,HZA-RUBIES-4233-54059,HZS-RUBIES-4233-54059,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES4233925921_baccus26,HZA-RUBIES-4233-925921,HZS-RUBIES-4233-925921,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIESEGS13872_taylor24,HZA-RUBIES-EGS-13872,HZS-RUBIES-EGS-13872,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS17146_taylor24,HZA-RUBIES-EGS-17146,HZS-RUBIES-EGS-17146,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS28812_taylor24,HZA-RUBIES-EGS-28812,HZS-RUBIES-EGS-28812,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS29489_taylor24,HZA-RUBIES-EGS-29489,HZS-RUBIES-EGS-29489,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS37124_taylor24,HZA-RUBIES-EGS-37124,HZS-RUBIES-EGS-37124,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS42046_taylor24,HZA-RUBIES-EGS-42046,HZS-RUBIES-EGS-42046,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,HZS-RUBIES-EGS-42232,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,HZS-RUBIES-EGS-45599,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS46985_taylor24,HZA-RUBIES-EGS-46985,HZS-RUBIES-EGS-46985,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS49140_taylor24,HZA-RUBIES-EGS-49140,HZS-RUBIES-EGS-49140,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS50052_taylor24,HZA-CEERS-2782,HZS-CEERS-2782,True,preferred duplicate: higher-S/N RUBIES spectrum adopted by Taylor et al.,explicit literature duplicate,"Taylor et al. (2025), Section 3.3 / Table 1 notes",resolved
v2-dataset-catalogue,RUBIESEGS55604_kocevski25,HZA-RUBIES-EGS-55604,HZS-RUBIES-EGS-55604,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIESEGS60935_taylor24,HZA-RUBIES-EGS-60935,HZS-RUBIES-EGS-60935,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS61496_kocevski25,HZA-RUBIES-EGS-61496,HZS-RUBIES-EGS-61496,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIESEGS6411_taylor24,HZA-RUBIES-EGS-6411,HZS-RUBIES-EGS-6411,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS926125_taylor24,HZA-RUBIES-EGS-926125,HZS-RUBIES-EGS-926125,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESEGS927271_kocevski25,HZA-RUBIES-EGS-927271,HZS-RUBIES-EGS-927271,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIESUDS119957_taylor24,HZA-RUBIES-UDS-119957,HZS-RUBIES-UDS-119957,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS139709_taylor24,HZA-RUBIES-UDS-139709,HZS-RUBIES-UDS-139709,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS143683_taylor24,HZA-RUBIES-UDS-143683,HZS-RUBIES-UDS-143683,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS155916_taylor24,HZA-RUBIES-UDS-155916,HZS-RUBIES-UDS-155916,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS172350_taylor24,HZA-RUBIES-UDS-172350,HZS-RUBIES-UDS-172350,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS174752_taylor24,HZA-RUBIES-UDS-174752,HZS-RUBIES-UDS-174752,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS182791_taylor24,HZA-RUBIES-UDS-182791,HZS-RUBIES-UDS-182791,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS19484_taylor24,HZA-RUBIES-UDS-19484,HZS-RUBIES-UDS-19484,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS19521_taylor24,HZA-RUBIES-UDS-19521,HZS-RUBIES-UDS-19521,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS29813_taylor24,HZA-RUBIES-UDS-29813,HZS-RUBIES-UDS-29813,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS30969_taylor24,HZA-RUBIES-UDS-30969,HZS-RUBIES-UDS-30969,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS31747_taylor24,HZA-RUBIES-UDS-31747,HZS-RUBIES-UDS-31747,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS35974_taylor24,HZA-RUBIES-UDS-35974,HZS-RUBIES-UDS-35974,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS47509_taylor24,HZA-RUBIES-UDS-47509,HZS-RUBIES-UDS-47509,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS48507_taylor24,HZA-RUBIES-UDS-48507,HZS-RUBIES-UDS-48507,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS50716_kocevski25,HZA-RUBIES-UDS-50716,HZS-RUBIES-UDS-50716,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIESUDS59971_kocevski25,HZA-RUBIES-UDS-59971,HZS-RUBIES-UDS-59971,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIESUDS63139_taylor24,HZA-RUBIES-UDS-63139,HZS-RUBIES-UDS-63139,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS63166_kocevski25,HZA-RUBIES-UDS-63166,HZS-RUBIES-UDS-63166,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIESUDS807469_taylor24,HZA-RUBIES-UDS-807469,HZS-RUBIES-UDS-807469,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,RUBIESUDS970351_taylor24,HZA-RUBIES-UDS-970351,HZS-RUBIES-UDS-970351,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,SKYFIRE1090_skyfire26,HZA-SKYFIRE-1090,HZS-SKYFIRE-1090,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE12630_skyfire26,HZA-SKYFIRE-12630,HZS-SKYFIRE-12630,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE17484_skyfire26,HZA-SKYFIRE-17484,HZS-SKYFIRE-17484,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE1867_skyfire26,HZA-SKYFIRE-1867,HZS-SKYFIRE-1867,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE2086_skyfire26,HZA-SKYFIRE-2086,HZS-SKYFIRE-2086,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE20952_skyfire26,HZA-SKYFIRE-20952,HZS-SKYFIRE-20952,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE21749_skyfire26,HZA-SKYFIRE-21749,HZS-SKYFIRE-21749,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE22814_skyfire26,HZA-SKYFIRE-22814,HZS-SKYFIRE-22814,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE23289_skyfire26,HZA-SKYFIRE-23289,HZS-SKYFIRE-23289,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE23961_skyfire26,HZA-SKYFIRE-23961,HZS-SKYFIRE-23961,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE25941_skyfire26,HZA-SKYFIRE-25941,HZS-SKYFIRE-25941,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE26079_skyfire26,HZA-SKYFIRE-26079,HZS-SKYFIRE-26079,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE299_skyfire26,HZA-SKYFIRE-299,HZS-SKYFIRE-299,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE30148_skyfire26,HZA-SKYFIRE-30148,HZS-SKYFIRE-30148,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE3519_skyfire26,HZA-SKYFIRE-3519,HZS-SKYFIRE-3519,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE44039_skyfire26,HZA-SKYFIRE-44039,HZS-SKYFIRE-44039,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE504101_skyfire26,HZA-SKYFIRE-504101,HZS-SKYFIRE-504101,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE530722_skyfire26,HZA-SKYFIRE-530722,HZS-SKYFIRE-530722,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE534080_skyfire26,HZA-SKYFIRE-534080,HZS-SKYFIRE-534080,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE83652_skyfire26,HZA-SKYFIRE-83652,HZS-SKYFIRE-83652,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE92141_skyfire26,HZA-SKYFIRE-92141,HZS-SKYFIRE-92141,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,SKYFIRE9382_skyfire26,HZA-SKYFIRE-9382,HZS-SKYFIRE-9382,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,THRILS101567_davis26,HZA-THRILS-101567,HZS-THRILS-101567,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,THRILS24975_davis26,HZA-THRILS-24975,HZS-THRILS-24975,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,THRILS25501_davis26,HZA-THRILS-25501,HZS-THRILS-25501,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,THRILS40467_davis26,HZA-THRILS-40467,HZS-THRILS-40467,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,THRILS44774_davis26,HZA-THRILS-44774,HZS-THRILS-44774,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,THRILS49400_davis26,HZA-THRILS-49400,HZS-THRILS-49400,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,UNCOVER13123_greene24,HZA-A2744-QSO1,HZS-A2744-QSO1,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER13821_greene24,HZA-UNCOVER-13821,HZS-UNCOVER-13821,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER20466_greene24,HZA-UNCOVER-20466,HZS-UNCOVER-20466,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER23608_greene24,HZA-UNCOVER-23608,HZS-UNCOVER-23608,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER35488_greene24,HZA-UNCOVER-35488,HZS-UNCOVER-35488,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER38108_greene24,HZA-UNCOVER-38108,HZS-UNCOVER-38108,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER41225_greene24,HZA-UNCOVER-41225,HZS-UNCOVER-41225,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER4286_greene24,HZA-UNCOVER-4286,HZS-UNCOVER-4286,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,UNCOVER45924_greene24,HZA-UNCOVER-45924,HZS-UNCOVER-45924,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,VALENTINO35671552_baccus26,HZA-VALENTINO-3567-1552,HZS-VALENTINO-3567-1552,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,VALENTINO3567262_baccus26,HZA-VALENTINO-3567-262,HZS-VALENTINO-3567-262,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,VALENTINO356744330_baccus26,HZA-VALENTINO-3567-44330,HZS-VALENTINO-3567-44330,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,VALENTINO356751909_baccus26,HZA-VALENTINO-3567-51909,HZS-VALENTINO-3567-51909,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,ZS7_ubler24,HZA-ZS7,HZS-ZS7,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
