catalogue_release,measurement_id,physical_object_id,host_system_id,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,identity_resolution_status
v7.5-accreting-atlas-catalogue,J0229M0808BHAE1_lin24,HZA-J0229M0808-BHAE-1,HZS-J0229M0808-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J0229M0808BHAE2_lin24,HZA-J0229M0808-BHAE-2,HZS-J0229M0808-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J0430M1445BHAE1_lin24,HZA-J0430M1445-BHAE-1,HZS-J0430M1445-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,HZS-J0910M0414-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,HZS-J0923P0402-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J112014389_matthee23,HZA-J1120-14389,HZS-J1120-14389,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J11207546_matthee23,HZA-J1120-7546,HZS-J1120-7546,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J114818404_matthee23,HZA-J1148-18404,HZS-J1148-18404,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J114821787_matthee23,HZA-J1148-21787,HZS-J1148-21787,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J11487111_matthee23,HZA-J1148-7111,HZS-J1148-7111,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J1526M2050BHAE1_lin24,HZA-J1526M2050-BHAE-1,HZS-J1526M2050-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,HZS-J1526M2050-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J1526M2050BHAE3_lin24,HZA-J1526M2050-BHAE-3,HZS-J1526M2050-BHAE-3,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J2002M3013BHAE1_lin24,HZA-J2002M3013-BHAE-1,HZS-J2002M3013-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J2132P1217BHAE1_lin24,HZA-J2132P1217-BHAE-1,HZS-J2132P1217-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J2232P2930BHAE1_lin24,HZA-J2232P2930-BHAE-1,HZS-J2232P2930-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J2232P2930BHAE2_lin24,HZA-J2232P2930-BHAE-2,HZS-J2232P2930-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,J2232P2930BHAE3_lin24,HZA-J2232P2930-BHAE-3,HZS-J2232P2930-BHAE-3,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS13872_taylor24,HZA-RUBIES-EGS-13872,HZS-RUBIES-EGS-13872,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS17146_taylor24,HZA-RUBIES-EGS-17146,HZS-RUBIES-EGS-17146,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS28812_taylor24,HZA-RUBIES-EGS-28812,HZS-RUBIES-EGS-28812,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS29489_taylor24,HZA-RUBIES-EGS-29489,HZS-RUBIES-EGS-29489,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS37124_taylor24,HZA-RUBIES-EGS-37124,HZS-RUBIES-EGS-37124,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS42046_taylor24,HZA-RUBIES-EGS-42046,HZS-RUBIES-EGS-42046,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,HZS-RUBIES-EGS-42232,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,HZS-RUBIES-EGS-45599,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS46985_taylor24,HZA-RUBIES-EGS-46985,HZS-RUBIES-EGS-46985,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS49140_taylor24,HZA-RUBIES-EGS-49140,HZS-RUBIES-EGS-49140,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS50052_taylor24,HZA-CEERS-2782,HZS-CEERS-2782,True,preferred duplicate: higher-S/N RUBIES spectrum adopted by Taylor et al.,explicit literature duplicate,"Taylor et al. (2025), Section 3.3 / Table 1 notes",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS60935_taylor24,HZA-RUBIES-EGS-60935,HZS-RUBIES-EGS-60935,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS6411_taylor24,HZA-RUBIES-EGS-6411,HZS-RUBIES-EGS-6411,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESEGS926125_taylor24,HZA-RUBIES-EGS-926125,HZS-RUBIES-EGS-926125,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS119957_taylor24,HZA-RUBIES-UDS-119957,HZS-RUBIES-UDS-119957,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS139709_taylor24,HZA-RUBIES-UDS-139709,HZS-RUBIES-UDS-139709,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS143683_taylor24,HZA-RUBIES-UDS-143683,HZS-RUBIES-UDS-143683,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS155916_taylor24,HZA-RUBIES-UDS-155916,HZS-RUBIES-UDS-155916,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS172350_taylor24,HZA-RUBIES-UDS-172350,HZS-RUBIES-UDS-172350,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS174752_taylor24,HZA-RUBIES-UDS-174752,HZS-RUBIES-UDS-174752,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS182791_taylor24,HZA-RUBIES-UDS-182791,HZS-RUBIES-UDS-182791,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS19484_taylor24,HZA-RUBIES-UDS-19484,HZS-RUBIES-UDS-19484,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS19521_taylor24,HZA-RUBIES-UDS-19521,HZS-RUBIES-UDS-19521,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS29813_taylor24,HZA-RUBIES-UDS-29813,HZS-RUBIES-UDS-29813,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS30969_taylor24,HZA-RUBIES-UDS-30969,HZS-RUBIES-UDS-30969,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS31747_taylor24,HZA-RUBIES-UDS-31747,HZS-RUBIES-UDS-31747,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS35974_taylor24,HZA-RUBIES-UDS-35974,HZS-RUBIES-UDS-35974,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS47509_taylor24,HZA-RUBIES-UDS-47509,HZS-RUBIES-UDS-47509,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS48507_taylor24,HZA-RUBIES-UDS-48507,HZS-RUBIES-UDS-48507,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS63139_taylor24,HZA-RUBIES-UDS-63139,HZS-RUBIES-UDS-63139,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS807469_taylor24,HZA-RUBIES-UDS-807469,HZS-RUBIES-UDS-807469,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,RUBIESUDS970351_taylor24,HZA-RUBIES-UDS-970351,HZS-RUBIES-UDS-970351,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v7.5-accreting-atlas-catalogue,THRILS101567_davis26,HZA-THRILS-101567,HZS-THRILS-101567,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,THRILS24975_davis26,HZA-THRILS-24975,HZS-THRILS-24975,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,THRILS25501_davis26,HZA-THRILS-25501,HZS-THRILS-25501,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,THRILS40467_davis26,HZA-THRILS-40467,HZS-THRILS-40467,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,THRILS44774_davis26,HZA-THRILS-44774,HZS-THRILS-44774,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,THRILS49400_davis26,HZA-THRILS-49400,HZS-THRILS-49400,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,UHZ1_bogdan24,HZA-UHZ1,HZS-UHZ1,False,superseded by full 2.2 Ms Chandra and JWST MIRI reanalysis,source-verified same object evidence history,UHZ1 and UNCOVER-26185 aliases at identical published coordinates,resolved
v7.5-accreting-atlas-catalogue,UHZ1_zou26,HZA-UHZ1,HZS-UHZ1,True,latest full-dataset multiwavelength evidence assessment,source-verified same object evidence history,UHZ1 and UNCOVER-26185 aliases at identical published coordinates,resolved
v7.5-accreting-atlas-catalogue,XQR30-CFHQS-J1509-1749_mazzucchelli23,HZA-XQR30-CFHQS-J1509-1749,HZS-XQR30-CFHQS-J1509-1749,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23,HZA-XQR30-DELS-J0923-0402,HZS-XQR30-DELS-J0923-0402,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-DELS-J1535-1943_mazzucchelli23,HZA-XQR30-DELS-J1535-1943,HZS-XQR30-DELS-J1535-1943,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J007-04_mazzucchelli23,HZA-XQR30-PSO-J007-04,HZS-XQR30-PSO-J007-04,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J009-10_mazzucchelli23,HZA-XQR30-PSO-J009-10,HZS-XQR30-PSO-J009-10,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J023-02_mazzucchelli23,HZA-XQR30-PSO-J023-02,HZS-XQR30-PSO-J023-02,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J025-11_mazzucchelli23,HZA-XQR30-PSO-J025-11,HZS-XQR30-PSO-J025-11,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J029-29_mazzucchelli23,HZA-XQR30-PSO-J029-29,HZS-XQR30-PSO-J029-29,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J036-03_mazzucchelli23,HZA-XQR30-PSO-J036-03,HZS-XQR30-PSO-J036-03,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23,HZA-XQR30-PSO-J060-24,HZS-XQR30-PSO-J060-24,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23,HZA-XQR30-PSO-J065-01,HZS-XQR30-PSO-J065-01,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23,HZA-XQR30-PSO-J065-26,HZS-XQR30-PSO-J065-26,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23,HZA-XQR30-PSO-J089-15,HZS-XQR30-PSO-J089-15,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23,HZA-XQR30-PSO-J108-08,HZS-XQR30-PSO-J108-08,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23,HZA-XQR30-PSO-J158-14,HZS-XQR30-PSO-J158-14,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23,HZA-XQR30-PSO-J183-05,HZS-XQR30-PSO-J183-05,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23,HZA-XQR30-PSO-J183-12,HZS-XQR30-PSO-J183-12,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23,HZA-XQR30-PSO-J217-07,HZS-XQR30-PSO-J217-07,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23,HZA-XQR30-PSO-J217-16,HZS-XQR30-PSO-J217-16,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J231-20_mazzucchelli23,HZA-XQR30-PSO-J231-20,HZS-XQR30-PSO-J231-20,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J239-07_mazzucchelli23,HZA-XQR30-PSO-J239-07,HZS-XQR30-PSO-J239-07,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J242-12_mazzucchelli23,HZA-XQR30-PSO-J242-12,HZS-XQR30-PSO-J242-12,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J308-27_mazzucchelli23,HZA-XQR30-PSO-J308-27,HZS-XQR30-PSO-J308-27,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J323-12_mazzucchelli23,HZA-XQR30-PSO-J323-12,HZS-XQR30-PSO-J323-12,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-PSO-J359-06_mazzucchelli23,HZA-XQR30-PSO-J359-06,HZS-XQR30-PSO-J359-06,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J0100-2802_mazzucchelli23,HZA-XQR30-SDSS-J0100-2802,HZS-XQR30-SDSS-J0100-2802,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J0818-1722_mazzucchelli23,HZA-XQR30-SDSS-J0818-1722,HZS-XQR30-SDSS-J0818-1722,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J0836-0054_mazzucchelli23,HZA-XQR30-SDSS-J0836-0054,HZS-XQR30-SDSS-J0836-0054,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23,HZA-XQR30-SDSS-J0842-1218,HZS-XQR30-SDSS-J0842-1218,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J0927-2001_mazzucchelli23,HZA-XQR30-SDSS-J0927-2001,HZS-XQR30-SDSS-J0927-2001,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J1030-0524_mazzucchelli23,HZA-XQR30-SDSS-J1030-0524,HZS-XQR30-SDSS-J1030-0524,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J1306-0356_mazzucchelli23,HZA-XQR30-SDSS-J1306-0356,HZS-XQR30-SDSS-J1306-0356,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-SDSS-J2310-1855_mazzucchelli23,HZA-XQR30-SDSS-J2310-1855,HZS-XQR30-SDSS-J2310-1855,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-ULAS-J0148-0600_mazzucchelli23,HZA-XQR30-ULAS-J0148-0600,HZS-XQR30-ULAS-J0148-0600,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-ULAS-J1319-0950_mazzucchelli23,HZA-XQR30-ULAS-J1319-0950,HZS-XQR30-ULAS-J1319-0950,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23,HZA-XQR30-VDES-J0224-4711,HZS-XQR30-VDES-J0224-4711,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23,HZA-XQR30-VDES-J0408-5632,HZS-XQR30-VDES-J0408-5632,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-VDES-J2211-3206_mazzucchelli23,HZA-XQR30-VDES-J2211-3206,HZS-XQR30-VDES-J2211-3206,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-VDES-J2250-5015_mazzucchelli23,HZA-XQR30-VDES-J2250-5015,HZS-XQR30-VDES-J2250-5015,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-VST-ATLAS-J025-33_mazzucchelli23,HZA-XQR30-VST-ATLAS-J025-33,HZS-XQR30-VST-ATLAS-J025-33,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23,HZA-XQR30-VST-ATLAS-J029-36,HZS-XQR30-VST-ATLAS-J029-36,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,XQR30-WISEA-J0439-1634_mazzucchelli23,HZA-XQR30-WISEA-J0439-1634,HZS-XQR30-WISEA-J0439-1634,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00004902,HZA-JADES-NS-GS00004902,HZS-JADES-NS-GS00004902,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00007762,HZA-JADES-NS-GS00007762,HZS-JADES-NS-GS00007762,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00008083,HZA-GS-8083,HZS-GS-8083,False,existing broad-line mass measurement remains preferred,manual source-ID assertion,JADES NIRSpec ID 8083,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00009422,HZA-JADES-NS-GS00009422,HZS-JADES-NS-GS00009422,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00009452,HZA-JADES-NS-GS00009452,HZS-JADES-NS-GS00009452,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00016745,HZA-JADES-NS-GS00016745,HZS-JADES-NS-GS00016745,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00017072,HZA-JADES-NS-GS00017072,HZS-JADES-NS-GS00017072,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00021842,HZA-JADES-NS-GS00021842,HZS-JADES-NS-GS00021842,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00022251,HZA-JADES-NS-GS00022251,HZS-JADES-NS-GS00022251,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00095256,HZA-JADES-NS-GS00095256,HZS-JADES-NS-GS00095256,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
v7.5-accreting-atlas-catalogue,scholtz25_00099671,HZA-JADES-NS-GS00099671,HZS-JADES-NS-GS00099671,True,only catalogue measurement in this release,singleton assignment,Scholtz et al. source table,resolved
