catalogue_release,catalogue_view,ranking_id,physical_object_id,object_id,measurement_id,source_key,survey,field,redshift,evidence_status,primary_growth_ranking_flag,ranking_population,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,quality_flag,detection_evidence,mbh_method,source_caveat_tags,detection_confidence_tier,detection_confidence_score_0_100,mass_measurement_reliability_tier,mass_measurement_reliability_score_0_100,source_virial_sensitivity_note,full_ranking_role,primary_ranking_role,rank_growth_pressure,rank_primary_growth_pressure,rank_uncertainty_pressure,rank_primary_uncertainty_pressure,physical_pressure_score_0_100,req_fedd_seed1e2_z30_eps0p1_b1,physical_growth_pressure_tier,measurement_confidence_tier,lrd_status,preferred_measurement_reason
v5-blagn,physical_object,HZA-RUBIES-EGS-42232,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,RUBIESEGS42232_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,4.954,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,40,39,44,43,30.01775591502666,0.6011656815933784,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GN-1093,HZA-GN-1093,GN-1093,GN1093_juodzbalis25,juodzbalis25_jades_blagn,JADES,,5.594,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,41,40,35,34,28.72239856634876,0.6446687827961851,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J1120-14389,HZA-J1120-14389,J1120-14389,J112014389_matthee23,matthee23_eiger_fresco_blagn,EIGER,J1120,4.897,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,42,41,45,44,27.70511733900813,0.5897176795115445,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-926125,HZA-RUBIES-EGS-926125,RUBIES-EGS-926125,RUBIESEGS926125_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,5.284,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,43,42,48,47,27.498358071484137,0.620838400608624,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J1120-7546,HZA-J1120-7546,J1120-7546,J11207546_matthee23,matthee23_eiger_fresco_blagn,EIGER,J1120,4.967,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,44,43,47,46,26.44841448589735,0.5916059218319842,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-CEERS-672,HZA-CEERS-672,CEERS-672,CEERS672_taylor24,taylor24_ceers_rubies_blagn,CEERS,EGS,5.666,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd;red_agn;compact_source,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,45,44,46,45,25.54970074776277,0.6065964089731533,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GS-159717,HZA-GS-159717,GS-159717,GS159717_juodzbalis25,juodzbalis25_jades_blagn,JADES,,5.077,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,46,45,38,37,25.126132577281673,0.5963891513943026,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-970351,HZA-RUBIES-UDS-970351,RUBIES-UDS-970351,RUBIESUDS970351_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,5.282,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,47,46,49,48,24.29761151148394,0.5915713381378073,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GOODS-N-14409,HZA-GOODS-N-14409,GOODS-N-14409,GOODSN14409_matthee23,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,5.139,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,48,47,50,49,23.396266723787903,0.5807552006854548,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0100-2017,HZA-J0100-2017,J0100-2017,J01002017_matthee23,matthee23_eiger_fresco_blagn,EIGER,J0100,4.938,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,49,48,51,50,22.854337972319094,0.5742520556678291,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0148-4214,HZA-J0148-4214,J0148-4214,J01484214_matthee23,matthee23_eiger_fresco_blagn,EIGER,J0148,5.019,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,50,49,52,51,22.846035912089654,0.5741524309450758,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0100-15157,HZA-J0100-15157,J0100-15157,J010015157_matthee23,matthee23_eiger_fresco_blagn,EIGER,J0100,4.941,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,flat_optical_continuum_exception_to_sample_trend;formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,51,50,53,52,22.101439217824847,0.5652172706138981,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J1526M2050-BHAE-3,HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,lin24_aspire_blagn,ASPIRE,J1526M2050,4.8751,probable_accreting_mbh,True,primary_evidence_supported,robust_broad_line_with_recorded_outflow_or_absorption_interpretive_caveat,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,blueshifted_halpha_absorption_266_km_s;absorption_interpretation_uncertain;total_luminosity_reported_without_absorption;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,robust_with_interpretive_caveat,70,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,52,51,43,42,21.94407286165244,0.5633288743398293,low,robust_with_interpretive_caveat,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GS-38562,HZA-GS-38562,GS-38562,GS38562_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.822,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,53,52,42,41,21.93665504135748,0.5632398604962897,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-CEERS-1244,HZA-CEERS-1244,CEERS-1244,CEERS1244_taylor24,taylor24_ceers_rubies_blagn,CEERS,EGS,4.478,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,54,53,54,53,20.74316356428715,0.5390234084690856,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-13872,HZA-RUBIES-EGS-13872,RUBIES-EGS-13872,RUBIESEGS13872_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,5.262,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,55,54,55,54,20.48878990811665,0.5458654788973998,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0100-12446,HZA-J0100-12446,J0100-12446,J010012446_matthee23,matthee23_eiger_fresco_blagn,EIGER,J0100,4.699,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,56,55,56,55,19.924789464226947,0.5390974735707234,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J2132P1217-BHAE-1,HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J2132P1217,4.925,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,57,56,57,56,19.790949609108882,0.5374913953093066,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J1148-7111,HZA-J1148-7111,J1148-7111,J11487111_matthee23,matthee23_eiger_fresco_blagn,EIGER,J1148,4.339,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,58,57,59,58,19.424528569330477,0.526048711864607,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GN-77652,HZA-GN-77652,GN-77652,GN77652_juodzbalis25,juodzbalis25_jades_blagn,JADES,,5.229,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,59,58,60,59,18.95358902332188,0.5274430682798625,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J2232P2930-BHAE-3,HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,lin24_aspire_blagn,ASPIRE,J2232P2930,4.7061,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,60,59,61,60,18.778937498139012,0.5253472499776681,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GS-172975,HZA-GS-172975,GS-172975,GS172975_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.741,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,61,60,58,57,18.714821266187034,0.5245778551942444,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0109M3047-BHAE-1,HZA-J0109M3047-BHAE-1,J0109M3047-BHAE-1,J0109M3047BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J0109M3047,4.36,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,62,61,62,61,18.667968732616654,0.5240156247913998,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-46985,HZA-RUBIES-EGS-46985,RUBIES-EGS-46985,RUBIESEGS46985_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,4.963,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,63,62,63,62,18.40072497695864,0.5208086997235036,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GS-8083,HZA-GS-8083,GS-8083,GS8083_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.753,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,64,63,64,63,17.61009069975248,0.5113210883970297,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-29489,HZA-RUBIES-EGS-29489,RUBIES-EGS-29489,RUBIESEGS29489_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,4.543,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,65,64,65,64,17.39989447463301,0.5087987336955961,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-45599,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,RUBIESEGS45599_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,4.862,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,66,65,66,65,16.863727283703348,0.5023647274044402,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GN-20621,HZA-GN-20621,GN-20621,GN20621_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.682,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,67,66,67,66,16.350466077351758,0.4962055929282211,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-17146,HZA-RUBIES-EGS-17146,RUBIES-EGS-17146,RUBIESEGS17146_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,5.0,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,68,67,69,68,16.1573536518406,0.4938882438220872,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0100-16221,HZA-J0100-16221,J0100-16221,J010016221_matthee23,matthee23_eiger_fresco_blagn,EIGER,J0100,4.349,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,69,68,70,69,16.07288387583596,0.4928746065100315,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J1526M2050-BHAE-1,HZA-J1526M2050-BHAE-1,J1526M2050-BHAE-1,J1526M2050BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J1526M2050,4.1573,probable_accreting_mbh,True,primary_evidence_supported,robust_broad_line_with_recorded_outflow_or_absorption_interpretive_caveat,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,blueshifted_halpha_absorption_357_km_s;absorption_interpretation_uncertain;total_luminosity_reported_without_absorption;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,robust_with_interpretive_caveat,70,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,70,69,71,70,15.977907217452895,0.4917348866094347,low,robust_with_interpretive_caveat,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-CEERS-01665,HZA-CEERS-01665,CEERS-01665,CEERS01665_harikane23,harikane23_nirspec_blagn,CEERS,EGS,4.483,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-greeneho2005,dust_extinction_corrected;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,high,90,high,90,"Harikane statistical errors are propagated; no numeric virial-calibration systematic is published, so no source-specific scenario is inferred",exploratory_diagnostic,included_evidence_supported,71,70,73,72,15.801314125009288,0.48961576950011143,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GN-53757,HZA-GN-53757,GN-53757,GN53757_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.447,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,72,71,72,71,15.761974034056184,0.48914368840867417,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J2232P2930-BHAE-1,HZA-J2232P2930-BHAE-1,J2232P2930-BHAE-1,J2232P2930BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J2232P2930,4.1349,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,nearby_companions_and_overdensity;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,73,72,74,73,15.69339078553803,0.48832068942645634,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-CEERS-01236,HZA-CEERS-01236,CEERS-01236,CEERS01236_harikane23,harikane23_nirspec_blagn,CEERS,EGS,4.484,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-greeneho2005,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,high,90,high,90,"Harikane statistical errors are propagated; no numeric virial-calibration systematic is published, so no source-specific scenario is inferred",exploratory_diagnostic,included_evidence_supported,74,73,75,74,15.631776778936512,0.48758132134723814,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J1148-21787,HZA-J1148-21787,J1148-21787,J114821787_matthee23,matthee23_eiger_fresco_blagn,EIGER,J1148,4.277,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,75,74,76,75,15.624041417557994,0.4874884970106959,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GN-73488,HZA-GN-73488,GN-73488,GN73488_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.133,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,76,75,68,67,15.53025865330091,0.4863631038396109,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GN-62309,HZA-GN-62309,GN-62309,GN62309_juodzbalis25,juodzbalis25_jades_blagn,JADES,,5.172,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,77,76,77,76,15.202365715824826,0.4824283885898979,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0218P0007-BHAE-1,HZA-J0218P0007-BHAE-1,J0218P0007-BHAE-1,J0218P0007BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J0218P0007,4.2291,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,narrow_halpha_unresolved;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,78,77,78,77,14.747430644063286,0.4769691677287594,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0229M0808-BHAE-1,HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,J0229M0808BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J0229M0808,4.3653,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,79,78,79,78,14.632415167355145,0.4755889820082617,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0430M1445-BHAE-1,HZA-J0430M1445-BHAE-1,J0430M1445-BHAE-1,J0430M1445BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J0430M1445,4.0947,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,two_broad_components_total_profile_used_for_mass;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,robust_with_measurement_caveat,75,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,80,79,80,79,14.292034525018362,0.47150441430022033,low,robust_with_measurement_caveat,lrd,only catalogue measurement in this release
